IDADE,TEMPO_NA_ONG,INDE_ANTERIOR,IAA_ANTERIOR,IEG_ANTERIOR,IPS_ANTERIOR,IDA_ANTERIOR,IPP_ANTERIOR,IPV_ANTERIOR,IAN_ANTERIOR,ALUNO_NOVO,GENERO,TURMA,INSTITUICAO_ENSINO,FASE,RISCO_DEFASAGEM,ANO_REFERENCIA,prediction
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada - Pagamento por *Empresa Parceira,8E,0,2024,0
16.0,2,7.91935,8.8,7.8,6.26,6.4,8.4375,8.6725,10.0,0,Feminino,5A,Privada - Programa de Apadrinhamento,5A,0,2024,0
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada - Pagamento por *Empresa Parceira,8E,0,2024,0
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada - Pagamento por *Empresa Parceira,8E,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA A - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA A - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA A - G0/G1,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA A - G0/G1,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA C - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA C - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA C - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA C - G0/G1,Pública,ALFA,1,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA C - G0/G1,Pública,ALFA,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA D - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA D - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA D - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA D - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA D - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA D - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA E - G2/G3,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA E - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA E - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA E - G2/G3,Pública,ALFA,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA E - G2/G3,Pública,ALFA,1,2024,0
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8D,Privada *Parcerias com Bolsa 100%,8D,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA F - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA F - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA F - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA F - G0/G1,Pública,ALFA,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA G - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA G - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA G - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA H - G0/G1,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA H - G0/G1,Pública,ALFA,1,2024,1
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA H - G0/G1,Pública,ALFA,0,2024,0
17.0,3,5.952358333,8.3,7.8,5.0,2.2,7.65625,6.8,5.0,0,Feminino,5F,Pública,5F,1,2024,1
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA H - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA H - G0/G1,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA H - G0/G1,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA H - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA H - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA H - G0/G1,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA I - G2/G3,Pública,ALFA,1,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA I - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA I - G2/G3,Pública,ALFA,1,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA J - G2/G3,Pública,ALFA,1,2024,1
16.0,3,7.350625,7.5,8.7,2.52,6.5,7.65625,7.715,10.0,0,Feminino,6A,Privada - Programa de Apadrinhamento,6A,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA J - G2/G3,Pública,ALFA,1,2024,1
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA K - G0/G1,Pública,ALFA,1,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA K - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA K - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA K - G0/G1,Pública,ALFA,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA L - G2/G3,Pública,ALFA,1,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA L - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA L - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA L - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA M - G0/G1,Pública,ALFA,1,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA M - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA M - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA M - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA M - G0/G1,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA M - G0/G1,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA M - G0/G1,Pública,ALFA,1,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA M - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA N - G2/G3,Pública,ALFA,0,2024,0
9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA N - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA N - G2/G3,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA N - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA Q - G2/G3,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA R - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA R - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA R - G0/G1,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA R - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA R - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA S - G2/G3,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA S - G2/G3,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA S - G2/G3,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA S - G2/G3,Pública,ALFA,0,2024,0
18.0,3,5.937025,7.1,6.3,2.52,6.0,6.40625,6.88,5.0,0,Feminino,5F,Concluiu o 3º EM,5F,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA T - G2/G3,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA T - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA T - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA T - G2/G3,Pública,ALFA,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA T - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA T - G2/G3,Pública,ALFA,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA U - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA U - G2/G3,Pública,ALFA,1,2024,0
17.0,3,6.784075,10.0,7.9,6.26,4.3,7.34375,7.4175,5.0,0,Masculino,5F,Pública,5F,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA U - G2/G3,Pública,ALFA,0,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA U - G2/G3,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA U - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA U - G2/G3,Pública,ALFA,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA U - G2/G3,Pública,ALFA,1,2024,1
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA U - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA U - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA U - G2/G3,Pública,ALFA,1,2024,0
8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA Y - G0/G1,Pública,ALFA,1,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA Y - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA Y - G0/G1,Pública,ALFA,0,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA Y - G0/G1,Pública,ALFA,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,ALFA Y - G0/G1,Pública,ALFA,1,2024,0
7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,ALFA Y - G0/G1,Pública,ALFA,0,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1A,Pública,1A,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1A,Pública,1A,0,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1A,Pública,1A,1,2024,0
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1A,Pública,1A,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1B,Pública,1B,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1B,Pública,1B,1,2024,1
22.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1B,Pública,1B,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1C,Pública,1C,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1D,Pública,1D,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1D,Pública,1D,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1D,Pública,1D,0,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1D,Pública,1D,0,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1D,Pública,1D,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1D,Pública,1D,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1D,Pública,1D,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1D,Pública,1D,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1E,Pública,1E,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1E,Pública,1E,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1E,Pública,1E,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1E,Pública,1E,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1E,Pública,1E,0,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1G,Pública,1G,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1G,Pública,1G,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1G,Pública,1G,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1G,Pública,1G,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1H,Pública,1H,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1H,Pública,1H,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1H,Pública,1H,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1J,Pública,1J,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1J,Pública,1J,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1J,Pública,1J,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1J,Pública,1J,1,2024,1
11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1J,Pública,1J,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1J,Pública,1J,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1L,Pública,1L,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1L,Pública,1L,1,2024,0
15.0,3,7.794358333,8.3,9.6,2.52,6.5,8.28125,8.3375,10.0,0,Masculino,7E,Privada - Programa de Apadrinhamento,7E,0,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1L,Pública,1L,1,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1M,Pública,1M,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1M,Pública,1M,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1M,Pública,1M,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1M,Pública,1M,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1M,Pública,1M,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1N,Pública,1N,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1N,Pública,1N,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1N,Pública,1N,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1N,Pública,1N,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1N,Pública,1N,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1P,Pública,1P,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1R,Pública,1R,1,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,1R,Pública,1R,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,1R,Pública,1R,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2A,Pública,2A,0,2024,1
12.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2A,Pública,2A,1,2024,1
10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2A,Pública,2A,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2A,Pública,2A,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2A,Pública,2A,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2B,Pública,2B,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2B,Pública,2B,1,2024,1
